id,district,pincode,state
12305,JALGAON,424107,MAHARASHTRA
12306,"S.A.S Nagar",140413,PUNJAB
12307,"S.A.S Nagar",140301,PUNJAB
12308,"S.A.S Nagar",140109,PUNJAB
12309,"S.A.S Nagar",140103,PUNJAB
12310,"S.A.S Nagar",140307,PUNJAB
12311,PUNE,413130,MAHARASHTRA
12312,JALGAON,425305,MAHARASHTRA
12313,JALGAON,424106,MAHARASHTRA
12314,JALGAON,424104,MAHARASHTRA
12315,JALGAON,424201,MAHARASHTRA
12316,JALGAON,425111,MAHARASHTRA
12317,BALESHWAR,756084,ODISHA
12318,AYODHYA,224153,"UTTAR PRADESH"
12319,AYODHYA,224205,"UTTAR PRADESH"
12320,AYODHYA,224158,"UTTAR PRADESH"
12321,AYODHYA,224207,"UTTAR PRADESH"
12322,AYODHYA,224117,"UTTAR PRADESH"
12323,AYODHYA,224161,"UTTAR PRADESH"
12324,AYODHYA,224118,"UTTAR PRADESH"
12325,AYODHYA,224164,"UTTAR PRADESH"
12326,JALGAON,425301,MAHARASHTRA
12327,JALGAON,425108,MAHARASHTRA
12328,JALGAON,425502,MAHARASHTRA
12329,JALGAON,425308,MAHARASHTRA
12330,GANJAM,761115,ODISHA
12331,RATNAGIRI,415710,MAHARASHTRA
12332,RATNAGIRI,415728,MAHARASHTRA
12333,GUNA,473001,"MADHYA PRADESH"
12334,KARAULI,322241,RAJASTHAN
12335,CHITTORGARH,312207,RAJASTHAN
12336,PRATAPGARH,312625,RAJASTHAN
12337,PUNE,411014,MAHARASHTRA
12338,RUPNAGAR,140118,PUNJAB
12339,RUPNAGAR,140111,PUNJAB
12340,PATHANKOT,145101,PUNJAB
12341,PATHANKOT,145001,PUNJAB
12342,PATHANKOT,145023,PUNJAB
12343,RUPNAGAR,140133,PUNJAB
12344,RUPNAGAR,140112,PUNJAB
12345,RUPNAGAR,140126,PUNJAB
12346,RUPNAGAR,140123,PUNJAB
12347,RUPNAGAR,140113,PUNJAB
12348,AYODHYA,224201,"UTTAR PRADESH"
12349,AYODHYA,224119,"UTTAR PRADESH"
12350,AYODHYA,224171,"UTTAR PRADESH"
12351,AYODHYA,224203,"UTTAR PRADESH"
12352,AYODHYA,224120,"UTTAR PRADESH"
12353,RUPNAGAR,140115,PUNJAB
12354,RUPNAGAR,140116,PUNJAB
12355,RUPNAGAR,140102,PUNJAB
12356,RUPNAGAR,140108,PUNJAB
12357,RUPNAGAR,140124,PUNJAB
12358,RUPNAGAR,140128,PUNJAB
12359,RAJSAMAND,313325,RAJASTHAN
12360,PARBHANI,431537,MAHARASHTRA
12361,HOSHIARPUR,144406,PUNJAB
12362,HOSHIARPUR,146103,PUNJAB
12363,DHULE,424308,MAHARASHTRA
12364,KRISHNAGIRI,635122,"TAMIL NADU"
12365,AYODHYA,224188,"UTTAR PRADESH"
12366,AYODHYA,224195,"UTTAR PRADESH"
12367,BIKANER,334808,RAJASTHAN
12368,CHITTORGARH,312203,RAJASTHAN
12369,CHITTORGARH,323306,RAJASTHAN
12370,PATIALA,147103,PUNJAB
12371,JALANDHAR,144803,PUNJAB
12372,AJMER,305901,RAJASTHAN
12373,AJMER,305631,RAJASTHAN
12374,AJMER,305621,RAJASTHAN
12375,AJMER,305926,RAJASTHAN
12376,AJMER,305401,RAJASTHAN
12377,AJMER,305624,RAJASTHAN
12378,AJMER,305630,RAJASTHAN
12379,AJMER,305207,RAJASTHAN
12380,AJMER,305923,RAJASTHAN
12381,AJMER,305203,RAJASTHAN
12382,BHILWARA,311606,RAJASTHAN
12383,BARMER,344001,RAJASTHAN
12384,LUDHIANA,142032,PUNJAB
12385,LUDHIANA,142036,PUNJAB
12386,LUDHIANA,141107,PUNJAB
12387,LUDHIANA,142031,PUNJAB
12388,LUDHIANA,142029,PUNJAB
12389,LUDHIANA,142030,PUNJAB
12390,LUDHIANA,142022,PUNJAB
12391,LUDHIANA,142027,PUNJAB
12392,LUDHIANA,142021,PUNJAB
12393,LUDHIANA,141422,PUNJAB
12394,LUDHIANA,141101,PUNJAB
12395,LUDHIANA,141102,PUNJAB
12396,JAUNPUR,222139,"UTTAR PRADESH"
12397,JAUNPUR,223104,"UTTAR PRADESH"
12398,KHORDHA,752031,ODISHA
12399,KHORDHA,752062,ODISHA
12400,KHORDHA,752066,ODISHA
12401,KHORDHA,752034,ODISHA
12402,KHORDHA,752020,ODISHA
12403,KHORDHA,752054,ODISHA
12404,BARMER,344034,RAJASTHAN
12405,BARMER,344022,RAJASTHAN
12406,BARMER,344702,RAJASTHAN
12407,FIROZABAD,224172,"UTTAR PRADESH"
12408,KHORDHA,752050,ODISHA
12409,PUNE,411021,MAHARASHTRA
12410,PUNE,411023,MAHARASHTRA
12411,PUNE,411046,MAHARASHTRA
12412,CHANDRAPUR,442406,MAHARASHTRA
12413,KRISHNAGIRI,635108,"TAMIL NADU"
12414,DHARMAPURI,635106,"TAMIL NADU"
12415,DHARMAPURI,635111,"TAMIL NADU"
12416,"S.A.S Nagar",140603,PUNJAB
12417,PALI,306912,RAJASTHAN
12418,JALGAON,425112,MAHARASHTRA
12419,JALGAON,424108,MAHARASHTRA
12420,RUPNAGAR,140125,PUNJAB
12421,PATHANKOT,145025,PUNJAB
12422,PATHANKOT,143534,PUNJAB
12423,"S.A.S Nagar",140110,PUNJAB
12424,"S.A.S Nagar",140308,PUNJAB
12425,KRISHNAGIRI,635101,"TAMIL NADU"
12426,KRISHNAGIRI,635114,"TAMIL NADU"
12427,KRISHNAGIRI,635203,"TAMIL NADU"
12428,KRISHNAGIRI,635204,"TAMIL NADU"
12429,KRISHNAGIRI,635123,"TAMIL NADU"
12430,PRAYAGRAJ,221503,"UTTAR PRADESH"
12431,SONEPUR,767045,ODISHA
12432,LUDHIANA,141015,PUNJAB
12433,LUDHIANA,141007,PUNJAB
12434,BHANDARA,441809,MAHARASHTRA
12435,BHANDARA,441802,MAHARASHTRA
12436,GONDIA,441902,MAHARASHTRA
12437,GONDIA,441701,MAHARASHTRA
12438,GONDIA,441901,MAHARASHTRA
12439,GONDIA,441601,MAHARASHTRA
12440,LUDHIANA,142035,PUNJAB
12441,VIRUDHUNAGAR,626119,"TAMIL NADU"
12442,VIRUDHUNAGAR,626124,"TAMIL NADU"
12443,VIRUDHUNAGAR,626135,"TAMIL NADU"
12444,VIRUDHUNAGAR,626125,"TAMIL NADU"
12445,VIRUDHUNAGAR,626126,"TAMIL NADU"
12446,VIRUDHUNAGAR,626131,"TAMIL NADU"
12447,VIRUDHUNAGAR,626201,"TAMIL NADU"
12448,KORAPUT,764057,ODISHA
12449,KHORDHA,752035,ODISHA
12450,KHORDHA,752027,ODISHA
12451,KHORDHA,752018,ODISHA
12452,BHANDARA,441915,MAHARASHTRA
12453,BHANDARA,441912,MAHARASHTRA
12454,"LOWER SIANG",791125,"ARUNACHAL PRADESH"
12455,PURI,752019,ODISHA
12456,KHORDHA,752057,ODISHA
12457,KHORDHA,752056,ODISHA
12458,KHORDHA,752064,ODISHA
12459,HAPUR,245301,"UTTAR PRADESH"
12460,GHAZIABAD,201003,"UTTAR PRADESH"
12461,NAGPUR,441404,MAHARASHTRA
12462,DINDIGUL,624004,"TAMIL NADU"
12463,DINDIGUL,624702,"TAMIL NADU"
12464,DINDIGUL,624302,"TAMIL NADU"
12465,DINDIGUL,624703,"TAMIL NADU"
12466,DINDIGUL,624706,"TAMIL NADU"
12467,DINDIGUL,624303,"TAMIL NADU"
12468,HOSHIARPUR,144216,PUNJAB
12469,VILLUPURAM,604301,"TAMIL NADU"
12470,GHAZIPUR,232330,"UTTAR PRADESH"
12471,RUPNAGAR,140127,PUNJAB
12472,RUPNAGAR,140117,PUNJAB
12473,RUPNAGAR,140119,PUNJAB
12474,PATHANKOT,145026,PUNJAB
12475,VILLUPURAM,604154,"TAMIL NADU"
12476,CUDDALORE,605110,"TAMIL NADU"
12477,PRAYAGRAJ,212502,"UTTAR PRADESH"
12478,PRAYAGRAJ,212405,"UTTAR PRADESH"
12479,NANDURBAR,425409,MAHARASHTRA
12480,NANDURBAR,425413,MAHARASHTRA
12481,NANDURBAR,425423,MAHARASHTRA
12482,NANDURBAR,425426,MAHARASHTRA
12483,DHULE,425421,MAHARASHTRA
12484,PARBHANI,431541,MAHARASHTRA
12485,PARBHANI,431516,MAHARASHTRA
12486,PARBHANI,431511,MAHARASHTRA
12487,PARBHANI,431536,MAHARASHTRA
12488,PARBHANI,431503,MAHARASHTRA
12489,JALNA,431502,MAHARASHTRA
12490,HINGOLI,431542,MAHARASHTRA
12491,PATHANKOT,145029,PUNJAB
12492,BALANGIR,767060,ODISHA
12493,PALI,306001,RAJASTHAN
12494,GANJAM,761104,ODISHA
12495,AJMER,305623,RAJASTHAN
12496,AJMER,305204,RAJASTHAN
12497,AJMER,305925,RAJASTHAN
12498,AJMER,305622,RAJASTHAN
12499,AJMER,305625,RAJASTHAN
12500,AJMER,305927,RAJASTHAN
12501,AJMER,305202,RAJASTHAN
12502,NAMAKKAL,637406,"TAMIL NADU"
12503,NAMAKKAL,637407,"TAMIL NADU"
12504,NAMAKKAL,637408,"TAMIL NADU"
12505,NAMAKKAL,637412,"TAMIL NADU"
12506,Kasganj,207123,"UTTAR PRADESH"
12507,Kasganj,207402,"UTTAR PRADESH"
12508,Kasganj,207243,"UTTAR PRADESH"
12509,Kasganj,207244,"UTTAR PRADESH"
12510,KOLHAPUR,416211,MAHARASHTRA
12511,KOLHAPUR,416212,MAHARASHTRA
12512,SOLAPUR,413210,MAHARASHTRA
12513,KORAPUT,764011,ODISHA
12514,MOGA,142045,PUNJAB
12515,MOGA,142003,PUNJAB
12516,MOGA,142055,PUNJAB
12517,AYODHYA,224229,"UTTAR PRADESH"
12518,AYODHYA,224234,"UTTAR PRADESH"
12519,NAGPUR,441102,MAHARASHTRA
12520,NAGPUR,441202,MAHARASHTRA
12521,NAGPUR,441210,MAHARASHTRA
12522,GANJAM,761101,ODISHA
12523,GANJAM,761102,ODISHA
12524,GANJAM,761144,ODISHA
12525,GANJAM,761114,ODISHA
12526,BULDHANA,444303,MAHARASHTRA
12527,KANCHIPURAM,603106,"TAMIL NADU"
12528,KANCHIPURAM,603107,"TAMIL NADU"
12529,Kasganj,207245,"UTTAR PRADESH"
12530,SALEM,636453,"TAMIL NADU"
12531,SALEM,636304,"TAMIL NADU"
12532,SALEM,636305,"TAMIL NADU"
12533,SALEM,636403,"TAMIL NADU"
12534,SALEM,636306,"TAMIL NADU"
12535,SALEM,636307,"TAMIL NADU"
12536,COIMBATORE,641658,"TAMIL NADU"
12537,COIMBATORE,641671,"TAMIL NADU"
12538,KOLHAPUR,416011,MAHARASHTRA
12539,KOLHAPUR,416236,MAHARASHTRA
12540,HOSHIARPUR,144306,PUNJAB
12541,HOSHIARPUR,144210,PUNJAB
12542,AYODHYA,224182,"UTTAR PRADESH"
12543,AYODHYA,224284,"UTTAR PRADESH"
12544,THIRUVARUR,610105,"TAMIL NADU"
12545,KANNIYAKUMARI,629002,"TAMIL NADU"
12546,KANNIYAKUMARI,629202,"TAMIL NADU"
12547,KANNIYAKUMARI,629802,"TAMIL NADU"
12548,KANNIYAKUMARI,629602,"TAMIL NADU"
12549,KANNIYAKUMARI,629704,"TAMIL NADU"
12550,KANNIYAKUMARI,629901,"TAMIL NADU"
12551,KANNIYAKUMARI,629302,"TAMIL NADU"
12552,KANNIYAKUMARI,629003,"TAMIL NADU"
12553,KANNIYAKUMARI,629152,"TAMIL NADU"
12554,KANNIYAKUMARI,629101,"TAMIL NADU"
12555,KANNIYAKUMARI,629158,"TAMIL NADU"
12556,KANNIYAKUMARI,629160,"TAMIL NADU"
12557,TUTICORIN,628716,"TAMIL NADU"
12558,SIVAGANGA,630202,"TAMIL NADU"
12559,SIKAR,332722,RAJASTHAN
12560,SIKAR,332707,RAJASTHAN
12561,JHUNJHUNU,333514,RAJASTHAN
12562,JHUNJHUNU,333030,RAJASTHAN
12563,ALIGARH,202121,"UTTAR PRADESH"
12564,VILLUPURAM,605501,"TAMIL NADU"
12565,VILLUPURAM,605109,"TAMIL NADU"
12566,GHAZIPUR,233221,"UTTAR PRADESH"
12567,GHAZIPUR,275201,"UTTAR PRADESH"
12568,VILLUPURAM,605111,"TAMIL NADU"
12569,VILLUPURAM,604101,"TAMIL NADU"
12570,VILLUPURAM,604151,"TAMIL NADU"
12571,JHUNJHUNU,333503,RAJASTHAN
12572,JHUNJHUNU,333034,RAJASTHAN
12573,JHUNJHUNU,333035,RAJASTHAN
12574,JHUNJHUNU,333515,RAJASTHAN
12575,JAIPUR,302022,RAJASTHAN
12576,JHUNJHUNU,333031,RAJASTHAN
12577,JHUNJHUNU,333504,RAJASTHAN
12578,JHUNJHUNU,333025,RAJASTHAN
12579,KOLHAPUR,416505,MAHARASHTRA
12580,KOLHAPUR,416229,MAHARASHTRA
12581,KOLHAPUR,416213,MAHARASHTRA
12582,KOLHAPUR,416208,MAHARASHTRA
12583,KOLHAPUR,416509,MAHARASHTRA
12584,KOLHAPUR,416501,MAHARASHTRA
12585,KOLHAPUR,416502,MAHARASHTRA
12586,KOLHAPUR,416206,MAHARASHTRA
12587,KANNIYAKUMARI,629161,"TAMIL NADU"
12588,KANNIYAKUMARI,629163,"TAMIL NADU"
12589,KANNIYAKUMARI,629164,"TAMIL NADU"
12590,KANNIYAKUMARI,629165,"TAMIL NADU"
12591,KANNIYAKUMARI,629166,"TAMIL NADU"
12592,KANNIYAKUMARI,629168,"TAMIL NADU"
12593,KANNIYAKUMARI,629169,"TAMIL NADU"
12594,KANNIYAKUMARI,629174,"TAMIL NADU"
12595,THIRUVARUR,610203,"TAMIL NADU"
12596,KANNIYAKUMARI,629252,"TAMIL NADU"
12597,KANNIYAKUMARI,629403,"TAMIL NADU"
12598,KANNIYAKUMARI,629004,"TAMIL NADU"
12599,KANNIYAKUMARI,629159,"TAMIL NADU"
12600,KANNIYAKUMARI,629601,"TAMIL NADU"
12601,KANNIYAKUMARI,629180,"TAMIL NADU"
12602,KANNIYAKUMARI,629151,"TAMIL NADU"
12603,KANNIYAKUMARI,629153,"TAMIL NADU"
12604,PARBHANI,431510,MAHARASHTRA
12605,PARBHANI,431540,MAHARASHTRA
12606,DHULE,424306,MAHARASHTRA
12607,DHULE,424304,MAHARASHTRA
12608,NANDURBAR,425422,MAHARASHTRA
12609,NANDURBAR,425424,MAHARASHTRA
12610,NANDURBAR,425411,MAHARASHTRA
12611,NANDURBAR,425410,MAHARASHTRA
12612,TIRUVANNAMALAI,632511,"TAMIL NADU"
12613,TIRUVANNAMALAI,632512,"TAMIL NADU"
12614,Ranipet,631102,"TAMIL NADU"
12615,VELLORE,632516,"TAMIL NADU"
12616,Ranipet,632501,"TAMIL NADU"
12617,Ranipet,632503,"TAMIL NADU"
12618,Ranipet,632506,"TAMIL NADU"
12619,Ranipet,632404,"TAMIL NADU"
12620,KANNIYAKUMARI,629157,"TAMIL NADU"
12621,KANNIYAKUMARI,629193,"TAMIL NADU"
12622,KANNIYAKUMARI,629167,"TAMIL NADU"
12623,KANNIYAKUMARI,629170,"TAMIL NADU"
12624,AJMER,305601,RAJASTHAN
12625,AJMER,305415,RAJASTHAN
12626,AJMER,305406,RAJASTHAN
12627,AJMER,305405,RAJASTHAN
12628,AJMER,305402,RAJASTHAN
12629,AJMER,305627,RAJASTHAN
12630,AJMER,305924,RAJASTHAN
12631,AJMER,305412,RAJASTHAN
12632,AJMER,305408,RAJASTHAN
12633,PALI,306021,RAJASTHAN
12634,GURDASPUR,143529,PUNJAB
12635,NAGAUR,341510,RAJASTHAN
12636,Ranipet,632507,"TAMIL NADU"
12637,Ranipet,632508,"TAMIL NADU"
12638,Ranipet,632518,"TAMIL NADU"
12639,Ranipet,632517,"TAMIL NADU"
12640,SONBHADRA,231223,"UTTAR PRADESH"
12641,MIRZAPUR,231303,"UTTAR PRADESH"
12642,MIRZAPUR,231312,"UTTAR PRADESH"
12643,MIRZAPUR,231304,"UTTAR PRADESH"
12644,SONBHADRA,231206,"UTTAR PRADESH"
12645,SONBHADRA,231207,"UTTAR PRADESH"
12646,SONBHADRA,231208,"UTTAR PRADESH"
12647,Ranipet,631151,"TAMIL NADU"
12648,OSMANABAD,413507,MAHARASHTRA
12649,OSMANABAD,413608,MAHARASHTRA
12650,OSMANABAD,413623,MAHARASHTRA
12651,OSMANABAD,413605,MAHARASHTRA
12652,OSMANABAD,413602,MAHARASHTRA
12653,SATARA,415023,MAHARASHTRA
12654,DINDIGUL,624003,"TAMIL NADU"
12655,DINDIGUL,624401,"TAMIL NADU"
12656,DINDIGUL,624620,"TAMIL NADU"
12657,DINDIGUL,624622,"TAMIL NADU"
12658,DINDIGUL,624402,"TAMIL NADU"
12659,DINDIGUL,624304,"TAMIL NADU"
12660,DINDIGUL,624306,"TAMIL NADU"
12661,DINDIGUL,624709,"TAMIL NADU"
12662,GHAZIABAD,201010,"UTTAR PRADESH"
12663,FAZILKA,152116,PUNJAB
12664,FAZILKA,152124,PUNJAB
12665,PALGHAR,401301,MAHARASHTRA
12666,PALGHAR,401202,MAHARASHTRA
12667,PALGHAR,401201,MAHARASHTRA
12668,PALGHAR,401501,MAHARASHTRA
12669,GHAZIPUR,233229,"UTTAR PRADESH"
12670,SIVAGANGA,630303,"TAMIL NADU"
12671,SIVAGANGA,630302,"TAMIL NADU"
12672,SIVAGANGA,630103,"TAMIL NADU"
12673,SIVAGANGA,630311,"TAMIL NADU"
12674,SIVAGANGA,630201,"TAMIL NADU"
12675,SIVAGANGA,630501,"TAMIL NADU"
12676,SIVAGANGA,630206,"TAMIL NADU"
12677,SIVAGANGA,630307,"TAMIL NADU"
12678,SIVAGANGA,630207,"TAMIL NADU"
12679,SIVAGANGA,630405,"TAMIL NADU"
12680,SIVAGANGA,630208,"TAMIL NADU"
12681,SIVAGANGA,630108,"TAMIL NADU"
12682,SIVAGANGA,630309,"TAMIL NADU"
12683,NAGAUR,305026,RAJASTHAN
12684,NAGAUR,341031,RAJASTHAN
12685,"S.A.S Nagar",140306,PUNJAB
12686,"S.A.S Nagar",140901,PUNJAB
12687,GHAZIPUR,233231,"UTTAR PRADESH"
12688,GHAZIPUR,233307,"UTTAR PRADESH"
12689,GHAZIPUR,233300,"UTTAR PRADESH"
12690,GHAZIPUR,233306,"UTTAR PRADESH"
12691,GHAZIPUR,232336,"UTTAR PRADESH"
12692,GHAZIPUR,232326,"UTTAR PRADESH"
12693,KANCHIPURAM,631551,"TAMIL NADU"
12694,KANCHIPURAM,631502,"TAMIL NADU"
12695,TIRUPPUR,641655,"TAMIL NADU"
12696,TIRUPPUR,641687,"TAMIL NADU"
12697,KARAIKAL,609603,PUDUCHERRY
12698,KARAIKAL,609607,PUDUCHERRY
12699,NAGAPATTINAM,611104,"TAMIL NADU"
12700,PUDUKKOTTAI,622507,"TAMIL NADU"
12701,NAGAUR,341512,RAJASTHAN
12702,RUPNAGAR,140114,PUNJAB
12703,Ranipet,632509,"TAMIL NADU"
12704,MOGA,142057,PUNJAB
12705,SIKAR,332706,RAJASTHAN
12706,SIKAR,332721,RAJASTHAN
12707,CUDDALORE,608002,"TAMIL NADU"
12708,CUDDALORE,608501,"TAMIL NADU"
12709,CUDDALORE,608601,"TAMIL NADU"
12710,RAJSAMAND,305922,RAJASTHAN
12711,"NORTH GOA",403101,GOA
12712,"NORTH GOA",403504,GOA
12713,"NORTH GOA",403516,GOA
12714,RATNAGIRI,415713,MAHARASHTRA
12715,"NORTH GOA",403523,GOA
12716,RAMANATHAPURAM,623502,"TAMIL NADU"
12717,RAMANATHAPURAM,623402,"TAMIL NADU"
12718,Ranipet,632405,"TAMIL NADU"
12719,VELLORE,632515,"TAMIL NADU"
12720,Ranipet,632318,"TAMIL NADU"
12721,Ranipet,632521,"TAMIL NADU"
12722,Ranipet,632513,"TAMIL NADU"
12723,SONBHADRA,231210,"UTTAR PRADESH"
12724,OSMANABAD,413606,MAHARASHTRA
12725,OSMANABAD,413502,MAHARASHTRA
12726,OSMANABAD,413528,MAHARASHTRA
12727,OSMANABAD,413505,MAHARASHTRA
12728,CUDDALORE,608301,"TAMIL NADU"
12729,CUDDALORE,608602,"TAMIL NADU"
12730,CUDDALORE,608102,"TAMIL NADU"
12731,CUDDALORE,608303,"TAMIL NADU"
12732,CUDDALORE,607802,"TAMIL NADU"
12733,CUDDALORE,608701,"TAMIL NADU"
12734,CUDDALORE,607805,"TAMIL NADU"
12735,OSMANABAD,413509,MAHARASHTRA
12736,OSMANABAD,413508,MAHARASHTRA
12737,OSMANABAD,413534,MAHARASHTRA
12738,RUPNAGAR,140101,PUNJAB
12739,CHITTORGARH,312205,RAJASTHAN
12740,CHITTORGARH,312025,RAJASTHAN
12741,JHUNJHUNU,332746,RAJASTHAN
12742,JHUNJHUNU,333516,RAJASTHAN
12743,MOGA,142042,PUNJAB
12744,PALGHAR,401602,MAHARASHTRA
12745,PALGHAR,401603,MAHARASHTRA
12746,PALGHAR,401403,MAHARASHTRA
12747,PALGHAR,401604,MAHARASHTRA
12748,PALGHAR,401203,MAHARASHTRA
12749,PALGHAR,401606,MAHARASHTRA
12750,PALGHAR,401502,MAHARASHTRA
12751,CHENGALPATTU,603301,"TAMIL NADU"
12752,CHENGALPATTU,603307,"TAMIL NADU"
12753,CHENGALPATTU,603308,"TAMIL NADU"
12754,CHENGALPATTU,603312,"TAMIL NADU"
12755,CHENGALPATTU,603309,"TAMIL NADU"
12756,CHENGALPATTU,603405,"TAMIL NADU"
12757,CHENGALPATTU,603108,"TAMIL NADU"
12758,CHENGALPATTU,603204,"TAMIL NADU"
12759,CHENGALPATTU,603310,"TAMIL NADU"
12760,CHENGALPATTU,603110,"TAMIL NADU"
12761,CHENGALPATTU,603111,"TAMIL NADU"
12762,"NORTH GOA",403515,GOA
12763,RAMANATHAPURAM,623512,"TAMIL NADU"
12764,SHRAVASTI,271831,"UTTAR PRADESH"
12765,TIRUVANNAMALAI,606701,"TAMIL NADU"
12766,SALEM,637104,"TAMIL NADU"
12767,SALEM,637105,"TAMIL NADU"
12768,"THE NILGIRIS",643209,"TAMIL NADU"
12769,"THE NILGIRIS",643212,"TAMIL NADU"
12770,"THE NILGIRIS",643211,"TAMIL NADU"
12771,PALGHAR,401102,MAHARASHTRA
12772,PALGHAR,401204,MAHARASHTRA
12773,PALGHAR,401103,MAHARASHTRA
12774,PALGHAR,401303,MAHARASHTRA
12775,PALGHAR,421303,MAHARASHTRA
12776,FIROZEPUR,152022,PUNJAB
12777,FAZILKA,152121,PUNJAB
12778,FAZILKA,152128,PUNJAB
12779,FIROZEPUR,142044,PUNJAB
12780,FIROZEPUR,152021,PUNJAB
12781,GANGANAGAR,335024,RAJASTHAN
12782,GANGANAGAR,335025,RAJASTHAN
12783,GANGANAGAR,335707,RAJASTHAN
12784,GANGANAGAR,335708,RAJASTHAN
12785,GANGANAGAR,335711,RAJASTHAN
12786,AJMER,305802,RAJASTHAN
12787,AJMER,305814,RAJASTHAN
12788,AJMER,305025,RAJASTHAN
12789,AJMER,305816,RAJASTHAN
12790,AJMER,305815,RAJASTHAN
12791,GANGANAGAR,335901,RAJASTHAN
12792,GANGANAGAR,335702,RAJASTHAN
12793,GANGANAGAR,335027,RAJASTHAN
12794,DINDIGUL,624002,"TAMIL NADU"
12795,DINDIGUL,624705,"TAMIL NADU"
12796,DINDIGUL,624711,"TAMIL NADU"
12797,ALIGARH,285001,"UTTAR PRADESH"
12798,ALIGARH,202280,"UTTAR PRADESH"
12799,GHAZIPUR,275202,"UTTAR PRADESH"
12800,GHAZIPUR,233222,"UTTAR PRADESH"
12801,VILLUPURAM,605203,"TAMIL NADU"
12802,GHAZIPUR,232340,"UTTAR PRADESH"
12803,DINDIGUL,624403,"TAMIL NADU"
12804,THANE,400607,MAHARASHTRA
12805,PALGHAR,401701,MAHARASHTRA
12806,PALGHAR,401503,MAHARASHTRA
12807,PALGHAR,401601,MAHARASHTRA
12808,AKOLA,444126,MAHARASHTRA
12809,NAGPUR,441112,MAHARASHTRA
12810,BHILWARA,311408,RAJASTHAN
12811,BHILWARA,311025,RAJASTHAN
12812,BHILWARA,311201,RAJASTHAN
12813,BHILWARA,311605,RAJASTHAN
12814,BHILWARA,311023,RAJASTHAN
12815,BHILWARA,311603,RAJASTHAN
12816,"THE NILGIRIS",643004,"TAMIL NADU"
12817,NAMAKKAL,637020,"TAMIL NADU"
12818,NAMAKKAL,637212,"TAMIL NADU"
12819,THANJAVUR,614302,"TAMIL NADU"
12820,THANJAVUR,614303,"TAMIL NADU"
12821,VIRUDHUNAGAR,626103,"TAMIL NADU"
12822,VIRUDHUNAGAR,626149,"TAMIL NADU"
12823,VIRUDHUNAGAR,626203,"TAMIL NADU"
12824,VIRUDHUNAGAR,626205,"TAMIL NADU"
12825,VIRUDHUNAGAR,626002,"TAMIL NADU"
12826,NAGAPATTINAM,611105,"TAMIL NADU"
12827,NAGAPATTINAM,611106,"TAMIL NADU"
12828,NAGAPATTINAM,609604,"TAMIL NADU"
12829,NAGAPATTINAM,611108,"TAMIL NADU"
12830,NAGAPATTINAM,611109,"TAMIL NADU"
12831,NAGAPATTINAM,609702,"TAMIL NADU"
12832,NAGPUR,441101,MAHARASHTRA
12833,NAGPUR,441111,MAHARASHTRA
12834,PALGHAR,401607,MAHARASHTRA
12835,MOGA,142058,PUNJAB
12836,MOGA,142043,PUNJAB
12837,KOLHAPUR,416010,MAHARASHTRA
12838,KOLHAPUR,416013,MAHARASHTRA
12839,BHANDARA,441913,MAHARASHTRA
12840,LUDHIANA,141108,PUNJAB
12841,LUDHIANA,141109,PUNJAB
12842,LUDHIANA,142033,PUNJAB
12843,LUDHIANA,142024,PUNJAB
12844,LUDHIANA,142025,PUNJAB
12845,LUDHIANA,141121,PUNJAB
12846,RAJSAMAND,313207,RAJASTHAN
12847,RAJSAMAND,313321,RAJASTHAN
12848,RAJSAMAND,313334,RAJASTHAN
12849,NAGAUR,341513,RAJASTHAN
12850,NAGAUR,341029,RAJASTHAN
12851,JHUNJHUNU,332716,RAJASTHAN
12852,JHUNJHUNU,333028,RAJASTHAN
12853,NAGAUR,341514,RAJASTHAN
12854,NAGAUR,341027,RAJASTHAN
12855,THANE,421311,MAHARASHTRA
12856,THANE,401101,MAHARASHTRA
12857,KOLHAPUR,416552,MAHARASHTRA
12858,KOLHAPUR,416119,MAHARASHTRA
12859,DEORIA,274405,"UTTAR PRADESH"
12860,DEORIA,274204,"UTTAR PRADESH"
12861,DEORIA,274509,"UTTAR PRADESH"
12862,HANUMANGARH,335801,RAJASTHAN
12863,HANUMANGARH,335504,RAJASTHAN
12864,HANUMANGARH,335802,RAJASTHAN
12865,HANUMANGARH,335513,RAJASTHAN
12866,HANUMANGARH,335502,RAJASTHAN
12867,HANUMANGARH,335523,RAJASTHAN
12868,JHUNJHUNU,333029,RAJASTHAN
12869,TIRUPPUR,638103,"TAMIL NADU"
12870,SALEM,636030,"TAMIL NADU"
12871,SALEM,636454,"TAMIL NADU"
12872,LUDHIANA,141421,PUNJAB
12873,LUDHIANA,141206,PUNJAB
12874,LUDHIANA,141116,PUNJAB
12875,LUDHIANA,141414,PUNJAB
12876,LUDHIANA,141112,PUNJAB
12877,LUDHIANA,141119,PUNJAB
12878,LUDHIANA,141416,PUNJAB
12879,VIRUDHUNAGAR,626189,"TAMIL NADU"
12880,VIRUDHUNAGAR,626128,"TAMIL NADU"
12881,VIRUDHUNAGAR,626130,"TAMIL NADU"
12882,TENKASI,626140,"TAMIL NADU"
12883,LUDHIANA,141104,PUNJAB
12884,VIRUDHUNAGAR,626005,"TAMIL NADU"
12885,VIRUDHUNAGAR,626109,"TAMIL NADU"
12886,VIRUDHUNAGAR,626202,"TAMIL NADU"
12887,NAMAKKAL,637410,"TAMIL NADU"
